Business Name,Category,City,Address,Phone,Website,Google Maps Link,Rating,Reviews,Website Status,Lead Quality,Reason
"JAIN DENTAL CLINIC, Adarsh Nagar Jalandhar",Dentist,Jalandhar,"386 - A, near hotel Basant, Krishna Nagar, Adarsh Nagar, Jalandhar, Punjab 144008, India",098140 02766,http://www.dentalclinicpunjab.com/,https://maps.google.com/?cid=10627648088898114383,4.9,2251,Yes,Low Priority,Already has website
✅ 𝗔𝗱𝘃𝗮𝗻𝗰𝗲𝗱 𝗗𝗲𝗻𝘁𝗮𝗹 𝗛𝘂𝗯 - Implant Centre/Root Canal Specialist/Dentist/Braces Specialist/Best Dental Clinic in Jalandhar,Dentist,Jalandhar,"Abhay Plaza, 45/1, near Johal Market, Waryam Nagar, Jyoti Nagar, Jalandhar, Punjab 144001, India",097800 20318,http://www.advanceddentalhub.com/,https://maps.google.com/?cid=13033158347448592385,4.9,322,Yes,Low Priority,Already has website
"Clove Dental Clinic - Model Town, Punjab",Dentist,Jalandhar,"above Westside, Model Town, Jalandhar, Punjab 144001, India",095992 16884,https://clovedental.in/dentist-near-me/jalandhar/model-town-3?utm_source=website&utm_medium=gmb&utm_campaign=Jalandhar_Model_Town_GMB_Punjab,https://maps.google.com/?cid=9569875112983915822,4.9,1045,Yes,Low Priority,Already has website
Dr. Sabharwal's Tooth Clinic - Best Dentist in Jalandhar,Dentist,Jalandhar,"368, opposite doordarshan kendra, Ajit Nagar, Shaheed Udham Singh Nagar, Jalandhar, Punjab 144001, India",084270 33997,http://www.thetoothclinic.com/,https://maps.google.com/?cid=11752212266691549069,5,349,Yes,Low Priority,Already has website
SARA Skin & Laser Clinic,Skin clinic,Jalandhar,"180, Model Town Rd, opposite Sewa Kendra, Model Town, Jalandhar, Punjab 144001, India",095011 03882,,https://maps.google.com/?cid=8177815783341692654,4.9,549,No,Top Priority,"No website, high reviews"
"Best Laser Skin Specialist in Jalandhar, ( Dr. Shivani's Skin Clinic ), Dermatologist in Jalandhar",Skin clinic,Jalandhar,"135, Guru Teg Bahadur Nagar, GTB Nagar, Jalandhar, Punjab 144001, India",083907 01124,https://drshivanisaini.in/,https://maps.google.com/?cid=14240615736920702235,4.7,152,Yes,Low Priority,Already has website
Dr Aneja,Skin clinic,Jalandhar,"324-A, near Guru Gobind Singh Stadium, New Jawahar Nagar, Jawahar Nagar, Jalandhar, Punjab 144001, India",095012 21919,http://www.anejaskincare.com/,https://maps.google.com/?cid=12308867865856476590,4.8,639,Yes,Low Priority,Already has website
Dermagique Studio,Skin clinic,Jalandhar,"3rd Floor, Block F, Patel Hospital, Civil Line, Jalandhar, Punjab 144001, India",0181 524 1231,http://dermagique.studio/,https://maps.google.com/?cid=2157589316604216103,4.9,1733,Yes,Low Priority,Already has website
Kaya Clinic,Skin clinic,Jalandhar,"First Floor, No 188A, opposite Nikku Park Road, Model Town, Jalandhar, Punjab 144001, India",086575 69361,https://clinics.kaya.in/near-me/jalandhar/Model-Town/kaya-skin-hair-clinic-in-Model-Town-jalandhar--2ZQtbA/home,https://maps.google.com/?cid=7343656442510809427,4.8,759,Yes,Low Priority,Already has website
Unique Hair Transplant Clinic,Hair clinic,Jalandhar,"322 A, Sodal Rd, near Sehgal Jewllers, Preet Nagar, Shiv Nagar, Industrial Area, Jalandhar, Punjab 144008, India",099884 76611,https://uhairtransplant.in/,https://maps.google.com/?cid=2852312013267990702,4.9,556,Yes,Low Priority,Already has website
Hair and Skin Care Jalandhar,Hair clinic,Jalandhar,"Shop no 1 & 2, near taj food world, IsharPuri Colony, Urban Estate phase II, Jalandhar, Punjab 144005, India",090547 13013,https://hscjalandhar.com/,https://maps.google.com/?cid=5698448923579549516,5,113,Yes,Low Priority,Already has website
"✅ ASG Hair Transplant Jalandhar - Hair Loss, Hair Fall & PRP Treatment in Jalandhar | Best Hair Transplant in Jalandhar",Hair clinic,Jalandhar,"422-A, Cool Road, Mota Singh Nagar, Jalandhar, Punjab 144001, India",099151 23505,https://asghairtransplant.com/,https://maps.google.com/?cid=14619306390272790002,4.6,143,Yes,Low Priority,Already has website
Best Hair Transplant Clinic in Jalandhar - Dr. Manjot's Clinic,Hair clinic,Jalandhar,"No.400-R, First Floor, Market, above Currents Apple Store, Model Town, Jalandhar, Punjab 144001, India",098887 08709,https://drmanjot.com/,https://maps.google.com/?cid=13558277625572544126,4.6,111,Yes,Low Priority,Already has website
Revitalize Studios - Hair Transplant & Aesthetic Clinic Jalandhar,Hair clinic,Jalandhar,"727 - A, 727, near Vardan IVF centre, Mota Singh Nagar, Jalandhar, Punjab 144001, India",090417 85999,http://www.revitalizehairtransplantindia.com/,https://maps.google.com/?cid=11780378547659511069,5,270,Yes,Low Priority,Already has website
Saini Physiotherapy Child Development and Autism Center,Physiotherapist,Jalandhar,"77, Wazir Singh Enclave, Ladhewali, Jalandhar, Punjab 144007, India",094638 34699,https://sainiphysios.com/,https://maps.google.com/?cid=4653132477555058556,5,318,Yes,Low Priority,Already has website
Gurjot Spinal rehab & Physiotherapy- Stroke/Spinal cord injury treatment/Head injury/cerebral palsy in Jalandhar,Physiotherapist,Jalandhar,"SCO 100, opp. Indian oil petrol pump, Phase 2, Urban Estate phase II, Jalandhar, Punjab 144005, India",085680 14662,http://gurjotspinalrehab.in/,https://maps.google.com/?cid=12632158373499121687,4.9,81,Yes,Low Priority,Already has website
"Recure chiropractic, osteopathy and Advance physiotherapy clinic - Spine Specialist in Jalandhar",Physiotherapist,Jalandhar,"648, karol Bagh Rd, Karol Bagh, Kot Ram Dass, Ladhewali, Jalandhar, Punjab 144001, India",078884 24677,,https://maps.google.com/?cid=157059347855703235,5,194,No,Top Priority,"No website, high reviews"
Sukoon Physical Therapy (Physiotherapy Clinic)| Physiotherapy in Jalandhar,Physiotherapist,Jalandhar,"255, Shaheed Udham Singh Nagar, Jalandhar, Punjab 144001, India",095307 66255,https://sukoonphysicaltherapy.com/products/,https://maps.google.com/?cid=16279392199565975490,4.5,219,Yes,Low Priority,Already has website
UR Physio Physiotherapy & Rehab Clinic,Physiotherapist,Jalandhar,"SCO 117, chowk, near lights, Phase 2, Urban Estate phase II, Jalandhar, Punjab 144022, India",099886 25141,https://www.urphysio.co.in/,https://maps.google.com/?cid=6058452870793427560,4.9,93,Yes,Low Priority,Already has website
Assure Pathlabs,Diagnostic lab,Jalandhar,"77, Urban Estate Phase 2 Rd, Phase 2, Urban Estate phase II, Jalandhar, Punjab 144005, India",0181 466 7555,https://www.assurepathlabs.com/,https://maps.google.com/?cid=8671313213495104613,4.8,445,Yes,Low Priority,Already has website
Alfa Imaging & Diagnostic Lab,Diagnostic lab,Jalandhar,"421, Mahavir Marg, adjoining PNB Bank, opp. satyam hospital, Adarsh Nagar, Jalandhar, Punjab 144001, India",062802 79272,https://alfaimaginganddiagnostics.com/,https://maps.google.com/?cid=18320331245492106291,4.9,1156,Yes,Low Priority,Already has website
"Synergy Lab Jalandhar - Best Pathlab in Jalandhar, Liver Test, Tyhroid Test, Lipid Profile Test in Jalandhar",Diagnostic lab,Jalandhar,"663, Guru Teg Bahadur Nagar Rd, near Shri Guru Ravidass Chowk, Guru Teg Bahadur Nagar, GTB Nagar, Jalandhar, Punjab 144003, India",0181 246 3300,http://www.synergypathlab.com/,https://maps.google.com/?cid=6696040723307762358,4.7,50,Yes,Low Priority,Already has website
Dr Lal PathLabs - Patient Service Centre,Diagnostic lab,Jalandhar,"1200/1201, Nakodar Chowk, opposite City Centre Garden, Ajit Nagar, Shaheed Udham Singh Nagar, Jalandhar, Punjab 144001, India",08071 893 103,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-ajit-nagar-jalandhar-288941/Home?utm_source=locator&utm_medium=googleplaces,https://maps.google.com/?cid=16237081644203449900,5,1154,Yes,Low Priority,Already has website
"Metropolis Labs | Blood Test & Diagnostic Centre in Model Town, Jalandhar",Diagnostic lab,Jalandhar,"No 711R, Mall Rd, near Thind Eye Hospital, Model Town, Jalandhar, Punjab 144001, India",011 4474 0080,https://www.metropolisindia.com/lab/diagnostic-centre-in-model-town-near-thind-eye-hospital-jalandhar,https://maps.google.com/?cid=9170946650193378005,4.8,190,Yes,Low Priority,Already has website
Thind Eye Hospital,Eye clinic,Jalandhar,"701, Mall Rd, Abadpura, Model Town, N M Town, Jalandhar, Punjab 144001, India",088720 70004,http://www.thindeyehospital.org/,https://maps.google.com/?cid=12501957817218716386,4.6,2211,Yes,Low Priority,Already has website
Arora Eye Hospital and Retina Centre,Eye clinic,Jalandhar,"7A, Lajpat Nagar, Jalandhar, N M Town, Punjab 144001, India",099155 95940,https://aroraeyehospital.com/,https://maps.google.com/?cid=5820979627173430486,4.9,1426,Yes,Low Priority,Already has website
Duggal eye hospital Jalandhar,Eye clinic,Jalandhar,"Kishanpura chowk, Laxmi Pura, Jalandhar, Punjab 144008, India",078883 52706,http://www.duggaleyehospital.com/,https://maps.google.com/?cid=2602393000764181067,4.9,1756,Yes,Low Priority,Already has website
Akal Eye Hospital,Eye clinic,Jalandhar,"606-R, Mall Road Model Town, near Guru Teg Bahadur, Abadpura, Chowk, Jalandhar, Punjab 144001, India",073550 10101,https://www.akaleyehospital.com/,https://maps.google.com/?cid=11169827098385378808,4.7,799,Yes,Low Priority,Already has website
✅National eye care | Best eye specialist | cataract surgery | glaucoma surgery | Best eye surgeon in jalandhar,Eye clinic,Jalandhar,"National eye care hosital Adjoint Axis Bank, Kapurthala Rd, near sports college, Hardev Nagar, Jalandhar, Punjab 144002, India",099885 88831,http://nationaleyecarehospital.com/,https://maps.google.com/?cid=13935836915542376897,4.8,131,Yes,Low Priority,Already has website
Orthonova Hospital,Orthopedic clinic,Jalandhar,"Nari Niketan, Near, Jalandhar - Nakodar Rd, Malind Nagar, Model Town, Jalandhar, Punjab 144001, India",078143 89446,http://www.orthonova.in/,https://maps.google.com/?cid=170547139672885245,4.8,2698,Yes,Low Priority,Already has website
Dr Harprit Singh,Orthopedic clinic,Jalandhar,"Nakodar Road, Malind Nagar, Avtar Nagar, Jalandhar, Punjab 144001, India",098146 44646,https://www.orthonova.in/,https://maps.google.com/?cid=5263332838862804359,4.9,457,Yes,Low Priority,Already has website
"Guardian Hospital, orthopedic Surgeon in jalandhar, Best Ortho Doctor in jalandhar,",Orthopedic clinic,Jalandhar,"1, Link Road, Abadpura, Guru Amardas Chowk, Jalandhar, N M Town, Punjab 144001, India",098761 88088,http://www.drsanjivguardianhospital.com/,https://maps.google.com/?cid=2717862765280246798,4.7,954,Yes,Low Priority,Already has website
"Ganga Orthocare Hospital : ortho care hospital in jalandhar | specialist in joint, Hip, knee replacement surgery",Orthopedic clinic,Jalandhar,"above canara bank, Near Football Chowk, Adarsh Nagar, Jalandhar, Punjab 144001, India",0181 415 6415,http://gangaorthocare.in/,https://maps.google.com/?cid=12344407443339321104,4.7,560,Yes,Low Priority,Already has website
Hp Orthocare Hospital : orthopedic hospital in jalandhar | specialist in robotic knee replacement surgery,Orthopedic clinic,Jalandhar,"KMV Marg, B D A Enclave, Santokh Pura, Jalandhar, Nurpur, Punjab 144008, India",098144 18335,https://hporthocare.com/,https://maps.google.com/?cid=5148044998537678629,4.8,1029,Yes,Low Priority,Already has website
Dr. Gurpreet Kaur - Best Gynecologist in Jalandhar,Gynecologist,Jalandhar,"29, Link Road, inside Dr. Shangara Singh Hospital, Abadpura, Model Town, Jalandhar, Punjab 144601, India",099157 92797,https://drshangarasinghhospital.com/gynaecology-obstetrics/,https://maps.google.com/?cid=15236637558316428252,4.9,236,Yes,Low Priority,Already has website
"Dr Mandeep Kaur - Best IVF Specialist in Jalandhar | Star Fertility, IVF Centre in Jalandhar, Test Tube Baby Centre",Gynecologist,Jalandhar,"265, Near Guru Nanak Mission Chowk, Lajpat Nagar, Jalandhar, Punjab 144001, India",098886 58889,https://drmandeepkaur.com/,https://maps.google.com/?cid=16803468412500943004,4.9,677,Yes,Low Priority,Already has website
✅ Genesis Fertility Centre - Best IVF Centre in Jalandhar I Best IVF Hospital in Jalandhar I IVF Treatment in Jalandhar,Gynecologist,Jalandhar,"607 L, Mall Rd, Abadpura, Model Town, Jalandhar, Punjab 144003, India",093576 66666,http://www.genesisfertility.in/,https://maps.google.com/?cid=12222104752770564427,4.9,1565,Yes,Low Priority,Already has website
Dr. Jasmine Kaur,Gynecologist,Jalandhar,"NOVA IVF Fertility, 1A, JD Tower, Cool Road, New Jawahar Nagar, Jawahar Nagar, Jalandhar, Punjab 144001, India",098763 66229,https://www.drjasminekaur.com/,https://maps.google.com/?cid=7605899932805116387,5,868,Yes,Low Priority,Already has website
Smile Saviors Dental Clinic and Implant Centre,Dentist,Patiala,"First Floor Modi college, chowk, Lower Mall Rd, next to ICICI bank, New Lal Bagh Colony, Patiala, Punjab 147001, India",094636 67664,,https://maps.google.com/?cid=12668526685316785444,5,1290,No,Top Priority,"No website, high reviews"
Dr. Bansal’s Dental Care,Dentist,Patiala,"SCF 32, opposite Gurudwara Baba Singh Sabha, SST Nagar, Patiala, Punjab 147003, India",073077 67779,http://drbansaldentalcare.bio.link/,https://maps.google.com/?cid=18232728435119157202,5,197,Yes,Low Priority,Already has website
Naresh Dental Clinic and Implant Center,Dentist,Patiala,"Naresh Dental Clinic, Street No. 4, near Gauri-Shankar Temple, Old Bishan Nagar, Gurbax Colony, Patiala, Punjab 147003, India",098144 55657,,https://maps.google.com/?cid=5841956665197768712,4.9,577,No,Top Priority,"No website, high reviews"
Dr. Gurpartap Singh Dental Clinic And Implant Center,Dentist,Patiala,"anardana chownk, near Master Tara Singh Park, Jourian Bhatian, Patiala, Punjab 147001, India",094649 49049,http://wa.me/919464949049,https://maps.google.com/?cid=5203303852038706252,5,121,Yes,Low Priority,Already has website
GH Derma Centre,Skin clinic,Patiala,"Shopping Complex, 39-43, Tripuri, Patiala, Punjab 147004, India",099146 97000,https://www.ghderma.com/,https://maps.google.com/?cid=14622123487585888268,4.9,1540,Yes,Low Priority,Already has website
𝗚𝗮𝗿𝗴 𝗦𝗸𝗶𝗻 & 𝗩𝗗 𝗖𝗹𝗶𝗻𝗶𝗰 - Best Dermatologist in Patiala | Skin Specialist | Laser Treatment| Male and Female Sexual Problems,Skin clinic,Patiala,"Baradari, Patiala, Punjab 147001, India",097809 10510,http://gargskin.in/,https://maps.google.com/?cid=12830216409308122081,4.3,228,Yes,Low Priority,Already has website
Dr. Pandhi's Skin Clinic & Aesthetic Centre,Skin clinic,Patiala,"Rapid Laboratory, Bhadson Rd, Prem Nagar, Patiala, Punjab 147004, India",088020 00006,,https://maps.google.com/?cid=15986270636521401220,4.6,98,No,Top Priority,"No website, high reviews"
One Skin Clinic,Skin clinic,Patiala,"153, Gian Colony, Sewak Colony, Patiala, Punjab 147004, India",098150 02001,,https://maps.google.com/?cid=6336599434803584102,4.8,182,No,Top Priority,"No website, high reviews"
GH Derma Centre,Hair clinic,Patiala,"Shopping Complex, 39-43, Tripuri, Patiala, Punjab 147004, India",099146 97000,https://www.ghderma.com/,https://maps.google.com/?cid=14622123487585888268,4.9,1540,Yes,Low Priority,Already has website
Clinic Reborn,Hair clinic,Patiala,"opp. Income Tax Office Road, Patiala, Punjab 147001, India",098883 05302,http://www.clinicreborn.in/,https://maps.google.com/?cid=13037612806336918945,4.6,118,Yes,Low Priority,Already has website
Hair Transplant Clinic in Patiala - Hair Doctors,Hair clinic,Patiala,"A 12, Ranbir Marg, Model Town, Patiala, Punjab 147001, India",070875 55556,https://www.hairdoctors.in/hair-transplant-patiala/,https://maps.google.com/?cid=5843759160008222614,5,3,Yes,Low Priority,Already has website
Headmasters Salon Patiala | Best Salon In Patiala | Best Makeup Artist In Patiala,Hair clinic,Patiala,"2nd Floor, SCO-26-A, Bhupindra Rd, above Malabar Jewellers, Patiala, Punjab 147004, India",099151 77772,https://headmasters.in/salon/best-salon-in-patiala-headmasters/,https://maps.google.com/?cid=6739153920054891974,4.7,2715,Yes,Low Priority,Already has website
"Midas Physiotherapy, Osteopathy & Rehabilitation Centre",Physiotherapist,Patiala,"Ground floor , Shop no 1, GURU RAM DAS NAGAR, Tripuri Rd, beside Shri Guru Teg Bahadur Public School, Dashmesh Nagar, Patiala, Punjab 147001, India",095924 62537,https://www.midasphysiotherapy.com/,https://maps.google.com/?cid=6769133519957127492,4.9,218,Yes,Low Priority,Already has website
PARC PHYSIOTHERAPY,Physiotherapist,Patiala,"Lower Mall Rd, Ragho Majra, Chourasta, Patiala, Punjab 147001, India",081466 61283,https://www.parcphysiotherapy.com/,https://maps.google.com/?cid=13166581596486530365,4.9,166,Yes,Low Priority,Already has website
Gurukul Chiropractor Physiotherapy,Physiotherapist,Patiala,"7, Street No-8 Jhill Road, Saheed Udham Singh Nagar, Tripuri, Patiala, Punjab 147004, India",078891 05007,https://jsdl.in/DT-99SZ3D81U71,https://maps.google.com/?cid=9284930504292216005,4.9,120,Yes,Low Priority,Already has website
Dr. Jaspreet Kaur MPT Neuro-Physiotherapist,Physiotherapist,Patiala,"CARE MULTISPECIALITY CENTRE, 1, Income Tax Office Rd, Bank Colony, Patiala, Punjab 147001, India",081465 24468,,https://maps.google.com/?cid=15209869645132584424,4.9,62,No,Top Priority,"No website, high reviews"
General williams,Physiotherapist,Patiala,"61, Lower Mall, Patiala, Punjab 147001, India",070093 16162,,https://maps.google.com/?cid=3190211357416673269,5,83,No,Top Priority,"No website, high reviews"
Reliable Diagnostic Laboratory - Diagnostic Centre | Path Lab,Diagnostic lab,Patiala,"Sanouri Gate, Adalat Bazar, Patiala, Punjab 147001, India",094176 80212,,https://maps.google.com/?cid=16501851314260415181,5,351,No,Top Priority,"No website, high reviews"
ESS ELL Diagnostic Centre | PATIALA | MRI & CT,Diagnostic lab,Patiala,"opposite State Bank of India, near Income Tax Office, Bank Colony, Patiala, Punjab 147001, India",078376 09329,http://www.esselldiagnostics.com/,https://maps.google.com/?cid=6529394232781688015,4,212,Yes,Low Priority,Already has website
Veda diagnostics & Intervention centre | Ultrasound | X-Ray | Laboratory | Fetal Medicine | Best Ultrasound Centre in Patiala,Diagnostic lab,Patiala,"22, Income Tax Office Rd, Leela Bhawan, Bank Colony, Patiala, Punjab 147001, India",099155 41158,,https://maps.google.com/?cid=2251707216927908648,5,939,No,Top Priority,"No website, high reviews"
Krsnaa Diagnostics | Blood Test & Diagnostic Centre in Patiala,Diagnostic lab,Patiala,"Mata Kaushlya Hospital, near Bus Stand, Lahori Gate, Patiala, Punjab 147001, India",096233 96233,https://krsnaadiagnostics.com/,https://maps.google.com/?cid=13615564887237661711,4.9,1979,Yes,Low Priority,Already has website
Advanced Diagnostics,Diagnostic lab,Patiala,"The Mall, 1-E, opposite Polo Ground, New Lal Bagh Colony, Patiala, Punjab 147001, India",097798 14510,,https://maps.google.com/?cid=5002093342908914711,5,80,No,Top Priority,"No website, high reviews"
Global Eye Hospital – Best Eye Hospital in Patiala – Dr. Manpreet Singh,Eye clinic,Patiala,"SCF-36, Rajpura Rd, opp. Gurudwara Singh Sabha, SST Nagar, Patiala, Punjab 147003, India",099886 61075,https://www.drmanpreetglobaleyehospital.com/,https://maps.google.com/?cid=11468927968879376917,4.9,3172,Yes,Low Priority,Already has website
Garg Eye Hospital | Best LASIK Laser Eye Surgery | Best Cataract Surgery | Patiala,Eye clinic,Patiala,"Passy Rd, near GURUDWARA DUKHNIWARAN SAHIB, near samsung plaza, Charan Bagh, Patiala, Punjab 147001, India",098554 91500,https://www.gargeyehospital.com/,https://maps.google.com/?cid=9111005216238964148,5,1199,Yes,Low Priority,Already has website
NETRA PRAKASH EYE CENTRE - Best Eye Hospital in Patiala |Best cornea Surgeon | Best cataract surgery | Best Lasik Surgeon,Eye clinic,Patiala,"Gurudwara Dukh Niwaran Sahib, Railway Station Road, Factory Area, Upkar Nagar, Patiala, Punjab 147003, India",077197 24344,https://netraprakasheyecentre.com/,https://maps.google.com/?cid=6452722168730562906,4.9,789,Yes,Low Priority,Already has website
Patiala Eye Hospital & Lasik Laser Centre,Eye clinic,Patiala,"sco 49, near గోపాల్ స్వీట్స్, Leela Bhawan, Bank Colony, Patiala, Punjab 147001, India",0175 221 3513,http://www.patialaeyehospital.com/,https://maps.google.com/?cid=11729057787823243428,4.3,38,Yes,Low Priority,Already has website
LJ Eye Institute - Patiala | Best Cataract Surgery in Patiala | Contoura Vision Surgery In Patiala | Cornea Transplant Centre,Eye clinic,Patiala,"35, near Amar Hospital, Bank Colony, Patiala, Punjab 147001, India",098880 25625,https://ljeyeinstitutepatiala.com/,https://maps.google.com/?cid=4535916591670480414,4.9,921,Yes,Low Priority,Already has website
Dr. Bharat Singla-Knee Replacement/Back Pain/Ortho Doctor /Best Doctor for Knee Pain in Patiala,Orthopedic clinic,Patiala,"21 No. Flyover, Rajbaha Rd, near Gurudwara Dukhniwaran Sahib, Sewak Colony, Patiala, Punjab 147001, India",088378 48585,,https://maps.google.com/?cid=15897191459400805217,4.9,140,No,Top Priority,"No website, high reviews"
𝗗𝗿. 𝗥.𝘀 𝗡𝗮𝗴𝗽𝗮𝗹 - Ortho/Knee Replacement/Rheumatoid logist/Best Orthopedic Doctor/Trauma Fracture Surgery/Spine,Orthopedic clinic,Patiala,"Amar Hospital, near Leela Bhawan, Bank Colony, Patiala, Punjab 147001, India",098158 41509,,https://maps.google.com/?cid=7750316541354973675,5,58,No,Top Priority,"No website, high reviews"
Dr Gaurav Bathla,Orthopedic clinic,Patiala,"Health Square Clinic, Bhasha Bhawan Rd, near Liberty Showroom, Sheran Wala Gate, Patiala, Punjab 147001, India",099148 86421,,https://maps.google.com/?cid=4862825515313422031,5,272,No,Top Priority,"No website, high reviews"
Dr. Vishav Goyal | Best Orthopaedic Surgeon in Patiala,Orthopedic clinic,Patiala,"Room No. 18, Bhupindra Road, 22 No, Phatak Rd, Shri Niwas Colony, Charan Bagh, Patiala, Punjab 147001, India",1800 102 4647,https://www.manipalhospitals.com/patiala/doctors/dr-vishav-goyal-consultant-orthopedics-joint-replacement-arthroscopic-surgery/?utm_source=GMB&utm_medium=dr-vishav-goyal-consultant-orthopedics-joint-replacement-arthroscopic-surgery,https://maps.google.com/?cid=11175379375813312506,4.8,22,Yes,Low Priority,Already has website
"Dr Jaspreet Singh, Orthopedic Surgeon",Orthopedic clinic,Patiala,"42B, Model Town, Patiala, Punjab 147001, India",098154 14585,,https://maps.google.com/?cid=5017346958912965781,5,30,No,Top Priority,"No website, high reviews"
Dr. Preeti Jindal - Best Gynecologist / Infertility Centre / IVF Test Tube Baby Centre in Patiala,Gynecologist,Patiala,"Amar Hospital, OPD 24, First Floor, Income Tax Office Rd, Bank Colony, Patiala, Punjab 147001, India",078892 09762,,https://maps.google.com/?cid=10812478615079931055,5,279,No,Top Priority,"No website, high reviews"
Dr. Goldy | Best Obstetrician-gynecologist in Patiala,Gynecologist,Patiala,"Room No.12, Manipal Hospital Bhupindra Road, No, Phatak Rd, near 22, Shri Niwas Colony, Charan Bagh, Patiala, Punjab 147001, India",1800 102 4647,https://www.manipalhospitals.com/patiala/doctors/dr-goldy-kamboj-senior-consultant-obstetrics-and-gynecology/?utm_source=GMB&utm_medium=dr-goldy-kamboj-senior-consultant-obstetrics-and-gynecology,https://maps.google.com/?cid=4941356348756111372,4.9,95,Yes,Low Priority,Already has website
Kilkaari Maternity Clinic (Dr. Sambli Garg)- Best Obstetrician and Gynaecologist in Patiala| Best Infertility Specialist,Gynecologist,Patiala,"The Mall, 9, opposite Malwa Cinema, Yadvindra Colony,, Baradari, Patiala, Punjab 147001, India",076579 87206,https://drsambligarg.co.in/,https://maps.google.com/?cid=17371807995328318287,4.9,81,Yes,Low Priority,Already has website
Dr. Gurpreet Kaur Virk | Best Obstetrician-gynecologist in Patiala,Gynecologist,Patiala,"Room No.10, Manipal Hospital Bhupindra Road, No, Phatak Rd, near 22, Shri Niwas Colony, Charan Bagh, Patiala, Punjab 147001, India",1800 102 4647,https://www.manipalhospitals.com/patiala/doctors/dr-gurpreet-kaur-virk-senior-consultant-obstetrics-and-gynecology/?utm_source=GMB&utm_medium=dr-gurpreet-kaur-virk-senior-consultant-obstetrics-and-gynecology,https://maps.google.com/?cid=4816089401523803477,4.1,103,Yes,Low Priority,Already has website
Prime Multispeciality Hospital & Trauma Centre,Gynecologist,Patiala,"Badungar Rd, opposite Khalsa College Colony, Partap Nagar, Jai Jawan Colony, Patiala, Punjab 147001, India",078141 89995,http://primehospitalpatiala.com/,https://maps.google.com/?cid=12739016723325483451,4.7,920,Yes,Low Priority,Already has website
Tooth Care Dental Clinic Mohali - Best Dentist in Mohali,Dentist,Mohali,"House No - 664, Sports Complex, Sector - 69, Mohali, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160062, India",094648 95055,https://www.guptaclinic.in/best-dental-clinic-in-mohali/,https://maps.google.com/?cid=15118780212833592676,4.9,478,Yes,Low Priority,Already has website
Perfect Teeth Dental Clinic,Dentist,Mohali,"HOUSE NO. 846 GROUND FLOOR, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",098761 60546,https://tricitybestdental.in/?utm_source=GMB%20Profile&utm_medium=GMB_PROFILE&utm_campaign=GMB_PROFILE_cLICK221124&utm_term=GMBPROFILECLICK&utm_content=GMBPROFILECLICK,https://maps.google.com/?cid=18375451933621648832,4.9,1070,Yes,Low Priority,Already has website
"Clove Dental Clinic - Sector 68, Mohali, Chandigarh",Dentist,Mohali,"adjacent to Desi United, Sector 68, Sahibzada Ajit Singh Nagar, Punjab 160062, India",011 6927 1070,https://clovedental.in/dentist-near-me/mohali/sec-68?utm_source=website&utm_medium=gmb&utm_campaign=Mohali_Sec_68_GMB_Chandigarh,https://maps.google.com/?cid=14974468421364649602,4.9,680,Yes,Low Priority,Already has website
Dentistry By Dr Gurpreet Janda | Best Dental Clinic In Mohali For Dental Implants | Best Dentist | CBCT and OPG Centre,Dentist,Mohali,"4756, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",095012 44422,https://drgurpreetjandadentist.com/,https://maps.google.com/?cid=3388338885732108176,5,360,Yes,Low Priority,Already has website
Deep Dental Clinic and OPG Centre | NABH Accredited,Dentist,Mohali,"House Number 543, Sector 55, Phase 1, Sector 55, Sahibzada Ajit Singh Nagar, Punjab 160055, India",094649 64543,https://deepdentalclinics.com/,https://maps.google.com/?cid=9997645378241460470,4.9,433,Yes,Low Priority,Already has website
"Dr. Ramandeep Kaur | Dermatologist & Aesthetic Physician | Best Skin, Hair , Laser, Surgery Clinic | Chandigarh | Mohali",Skin clinic,Mohali,"FIRST FLOOR, Phase 10, SCF-18, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",079863 18198,https://drbhinderclinic.com/,https://maps.google.com/?cid=7308297198695858030,5,454,Yes,Low Priority,Already has website
Dr Naiya Bansal - Top Skin Specialist in Mohali,Skin clinic,Mohali,"3538, near Sahibzada Ajit Singh Nagar, Sector 69, Sahibzada Ajit Singh Nagar, Punjab 160062, India",090569 46555,https://vnclinics.com/,https://maps.google.com/?cid=17546206841953646852,4.9,125,Yes,Low Priority,Already has website
"Dr Geetika’s Skin & Cosmetic Surgery Clinic | Best Skin, Hair , Laser , Plastic Surgery Clinic | Mohali | Chandigarh",Skin clinic,Mohali,"Sco 31, 1st floor, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",099151 67078,http://www.skinandcosmeticsurgery.com/,https://maps.google.com/?cid=15960209530038538070,4.6,421,Yes,Low Priority,Already has website
